id,user_id,cluster,text,retweet_count,posted_at
1116,31,0,RT @Analitica: #QueSeSepa Federaci?_n Farmac??utica Venezolana inform?_ que la escasez de medicamentos en el pa?_s alcanza el 85 % https://t.co??_,9,2017-01-29 13:32:30 +0000
1120,31,0,Pdte. de la Federaci?_n Farmac??utica Venezolana: Vemos llorar a pacientes en las puertas de las farmacias https://t.co/ARMS7MQASQ @la_patilla,7,2017-01-28 15:00:04 +0000
1121,31,0,RT @lexmar1: Amigos vamos a sumarnos a esta bella causa... ?_nete y colabora con los venezolanos m??s necesitados. https://t.co/Ds68wCYT8H,4,2017-01-26 16:01:07 +0000
1121,31,0,RT @lexmar1: Amigos vamos a sumarnos a esta bella causa... ?_nete y colabora con los venezolanos m??s necesitados. https://t.co/Ds68wCYT8H,4,2017-01-26 16:01:07 +0000
1122,31,0,"Agradecidos con los doctores que recibieron al equipo de @AccionVZLA. Se entregaron inyectadoras, mascarillas para??_ https://t.co/M53RAlXnuL",12,2017-01-24 23:26:17 +0000
1125,31,0,Agradecemos a todos los que siempre nos animan a que sigamos haciendo esta labor de ayudar en tiempos de crisis. Ho??_ https://t.co/IHZDhTDXDq,2,2017-01-24 23:00:38 +0000
1126,31,0,Terminando de armar esta #CajaHumanitaria que sale desde #Miami hasta Venezuela. ??Gracias! Si vives en Miami y qui??_ https://t.co/FFfRIOkGJZ,6,2017-01-26 03:21:39 +0000
1126,31,0,Terminando de armar esta #CajaHumanitaria que sale desde #Miami hasta Venezuela. ??Gracias! Si vives en Miami y qui??_ https://t.co/FFfRIOkGJZ,6,2017-01-26 03:21:39 +0000
1127,31,0,Esta nueva donaci?_n en el JM de los R?_os es gracias a nuestra red de voluntarios dentro y fuera de Venezuela. ??Grac??_ https://t.co/4dmHqXrfpL,43,2017-01-24 18:12:46 +0000
1128,31,0,El equipo de @AccionVZLA lleg?_ hoy por 3era vez al JM de Los Rios para ayudar a los m??dicos y pacientes que hacen v??_ https://t.co/CWNpM8T59K,17,2017-01-24 18:11:31 +0000
1135,31,0,??Buenas noches! Recuerden que si quieren hacer alguna donaci?_n nos pueden escribir al correo: accionhumanitariaporvenezuela@gmail.com _??_,2,2017-01-19 23:38:52 +0000
1137,31,0,@Lobalzamo Hola. Vamos a incorporar su solicitud a nuestra base de datos. Saludos.,0,2017-01-19 17:16:05 +0000
1138,31,0,"Hoy Mario recibi?_ nuestro sobre humanitario con tratamiento para un mes de Raditidina, que es un protector g??strico??_ https://t.co/FjT7O4LRP3",12,2017-01-18 21:52:27 +0000
1139,31,0,"RT @ElPitazoTV: Milena Guevara, es enfermera y se??al?_ que no tienen ni gasas para atender a un paciente https://t.co/tKPECAL12m",17,2017-01-18 10:52:07 +0000
1140,31,0,Nos puede indicar por mensaje directo qu?? es lo que est??n necesitando? Saludos. Gracias por su labor @3l_C4n0. Feliz d?_a  _??_,0,2017-01-18 10:19:26 +0000
1142,31,0,RT @diego_dtc: Vida de pacientes con enfermedades intestinales peligra @nicolasmaduro exigimos una soluci?_n YA #EiiVzlaSinMedicina @avepeii,27,2017-01-17 13:11:10 +0000
1143,31,0,M??s de 3 mil personas con enfermedad inflamatoria intestinal en peligro por escasez de medicamentos #EiiVzlaSinMedicina @nicolasmaduro,1,2017-01-17 13:09:17 +0000
1144,31,0,Desde septiembre est??n desaparecidos los medicamentos para pacientes con enfermedad inflamatoria intestinal #EiiVzlaSinMedicina @ivssoficial,1,2017-01-17 13:10:21 +0000
1144,31,0,Desde septiembre est??n desaparecidos los medicamentos para pacientes con enfermedad inflamatoria intestinal #EiiVzlaSinMedicina @ivssoficial,1,2017-01-17 13:10:21 +0000
1146,31,0,RT @DiGiorgioGastro: Hoy a las 9am nos unimos a la campa??a de @avepeii para denunciar la falta de medicinas #EiiVzlaSinMedicina,33,2017-01-17 13:07:57 +0000
1146,31,0,RT @DiGiorgioGastro: Hoy a las 9am nos unimos a la campa??a de @avepeii para denunciar la falta de medicinas #EiiVzlaSinMedicina,33,2017-01-17 13:07:57 +0000
1147,31,0,Estas son las donaciones que nos llegaron hoy! Graaaaciasss!! Ma??ana seguimos con nuestras entregas. https://t.co/yJOLgXd5z9,7,2017-01-17 00:18:46 +0000
1147,31,0,Estas son las donaciones que nos llegaron hoy! Graaaaciasss!! Ma??ana seguimos con nuestras entregas. https://t.co/yJOLgXd5z9,7,2017-01-17 00:18:46 +0000
1149,31,0,??Buen d?_a! Para los interesados en hacer una donaci?_n nos pueden escribir al correo accionhumanitariaporvenezuela@g??_ https://t.co/qyXrW0D1hI,0,2017-01-16 13:00:44 +0000
1153,31,0,Hoy d?_a de la Divina Pastora seguimos con las donaciones. Virgencita ll??nanos de fuerza para seguir ayudando a quie??_ https://t.co/VqA2MH9sks,1,2017-01-14 18:05:23 +0000
1154,31,0,Desde #AccionHumanitariaPorVenezuela nos unimos a la campa??a del @avepeii para denunciar escasez de medicinas. #EiiVzlaSinMedicinas,24,2017-01-17 13:08:49 +0000
1154,31,0,Desde #AccionHumanitariaPorVenezuela nos unimos a la campa??a del @avepeii para denunciar escasez de medicinas. #EiiVzlaSinMedicinas,24,2017-01-17 13:08:49 +0000
1156,31,0,@GUILLENGUEVARA Hola Niurka. ??Qu?? tipo de lagrimas artificiales necesitas? Nosotros tenemos esto. ??Te sirve? https://t.co/HsdfmR7J9g,0,2017-01-13 23:41:48 +0000
1157,31,0,RT @victoramaya: #ServicioP?_blico Para el periodista Sergio Moreno requerimos donantes de cualquier tipo en Banco de Sangre Cl?_nica El ?Åvil??_,441,2017-01-10 12:12:22 +0000
1158,31,0,??Que belleza! Estas son todas las donaciones que nos han llegado en los ?_ltimos d?_as de venezolanos dentro y fuera??_ https://t.co/LSVKorOtkM,21,2017-01-14 16:14:46 +0000
1163,31,0,Ma??ana continuamos con nuestras entregas de medicinas e insumos m??dicos. Seguimos gracias al apoyo de nuestra de re??_ https://t.co/Y2QRNwDc70,11,2017-01-09 02:37:51 +0000
1163,31,0,Ma??ana continuamos con nuestras entregas de medicinas e insumos m??dicos. Seguimos gracias al apoyo de nuestra de re??_ https://t.co/Y2QRNwDc70,11,2017-01-09 02:37:51 +0000
1170,31,0,@carlosramirezl3 @griseltho Buenas noches. Estamos a sus ?_rdenes. Saludos,0,2017-01-02 01:55:40 +0000
1174,31,0,"Adem??s de pa??ales le llevamos a la beb?? cobijitas, almohada, teteros y f?_rmulas para dos meses. Gracias a todos los??_ https://t.co/R4KKY9THlo",3,2016-12-29 22:53:34 +0000
1175,31,0,Todas las donaciones que hacemos es gracias al esfuerzo de nuestra red de voluntarios. Hoy de vuelta a @HatilloSalud https://t.co/FjRQ7guC63,1,2016-12-28 18:34:19 +0000
1180,31,0,Cada donaci?_n que recibimos a trav??s de https://t.co/SwlfHiYdGA se tradujo en medicinas e insumos m??dicos. Gracias por su apoyo! _??__??__??_,6,2016-12-28 13:59:03 +0000
1186,31,0,En este 2016 #AccionHumanitariaPorVenezuela consolid?_ su trabajo y gracias a nuestra red de voluntarios cada vez llegamos a mas lugares,1,2016-12-28 13:48:15 +0000
1187,31,0,"RT @AccionSolidaria: Seguimos ayudando durante la crisis #Lista de medicamentos para donar, verifica y llama 0212 9522009 Lunes a viernes d??_",49,2016-12-26 21:12:24 +0000
1193,31,0,La donaci?_n que hicieron los venezolanos en Italia lleg?_ hoy a los abuelos de la Casa Hogar Se??ora del Carmen en Ca??_ https://t.co/YyqHRRzPYZ,2,2016-12-22 00:59:40 +0000
1198,31,0,"Gracias a venezolanos en Miami y M??xico entregamos donaci?_n de antibi?_ticos, pa??ales, inyectadoras y guantes esteri??_ https://t.co/KoXmQA4bfK",7,2016-12-19 19:47:37 +0000
1199,31,0,Muy felices con la entrega de donaciones que hicimos hoy en el ambulatorio de @Salud_Baruta en Las Minas https://t.co/pSzYPLHB2T,5,2016-12-19 19:36:03 +0000
1246,31,0,Los antibi?_ticos llegaron a los ni??os del JM de Los R?_os! Gracias! _??√® https://t.co/oVzTmSmavP,2,2016-11-19 11:24:03 +0000
1257,31,0,??Seguimos entregando donaciones todas las semanas! Hoy fueron m??s de 100 antibi?_ticos al JM De Los R?_os. Gracias a??_ https://t.co/Y4F6HESB9w,8,2016-11-18 21:54:32 +0000
1259,31,0,@CaroDia08747892 Hola Carolina. Tienes un email al que te podamos escribir con detalles?O m??ndanos un mensaje privado por esta v?_a. Gracias!,0,2016-11-17 15:47:01 +0000
1263,31,0,RT @manuelabolivar: Hoy con @AccionVZLA nos vamos al hospital JM de los Rios para llevar medicinas e insumos m??dicos. Gracias a todos por s??_,48,2016-11-17 14:33:13 +0000
1289,31,0,Muchas gracias a @nelsonbocaranda y @lacelis por el espacio A trav??s de este link pueden colaborar desde el exterior https://t.co/eBR62lFw6A,3,2016-11-11 23:39:02 +0000
1291,31,0,"Nos sumamos a la exigencia de la apertura de un #CanalHumanitarioYa para que entren al pa?_s insumos m??dicos, medicinas y alimentos",4,2016-11-11 20:22:21 +0000
1313,31,0,Con diputada @manuelabolivar en la entrega del d?_a de hoy ??Gracias por su apoyo! Todos podemos poner nuestro granit??_ https://t.co/dFIqaJ0PzM,10,2016-11-08 23:31:17 +0000
1317,31,0,"RT @sergioayl2000: @marisary @AccionVZLA Hermosa mision, admirable Mary, como ya se de tu modestia, de todos. Los ni??os lo agradecen, Venez??_",1,2016-11-05 04:25:03 +0000
1325,31,0,Llegando al Hospital JM De Los R?_os para nuestra donaci?_n de hoy ??Gracias a las personas que lo hicieron posible! https://t.co/7k5opBxvnx,3,2016-11-04 19:03:10 +0000
1334,31,0,Haz tu donaci?_n por Venezuela en https://t.co/GvcvFsUseW. No hay aporte peque??o! Juntos podemos hacer la diferencia https://t.co/3BGzOis2i8,0,2016-11-01 11:00:03 +0000
1354,31,0,642 ni??os luchan por sobrevivir al VIH en el Hospital J.M. De Los R?_os https://t.co/oc88og4bBj @EfectoCocuyo @marielozadab,2,2016-10-27 12:00:02 +0000
1365,31,0,Gracias por la luchaa!!! https://t.co/fJ6Yc5Wg4K,2,2016-10-25 23:48:44 +0000
1374,31,0,RT @chicaakme: @AccionVZLA Requiero urgente bolsas de colostomia para bebe de 5 meses.,7,2016-04-20 02:06:38 +0000
1378,31,0,RT @niTanVieja: Un br?_t de final de semana en greenapplelounge De los mejores sitios??_ https://t.co/y6KQ9nTLpq,1,2016-04-09 00:20:18 +0000
1384,31,0,Gracias a los vecinos de @AtlanticDoral por su donaci?_n. Peque??as acciones forman grandes sociedades. https://t.co/PGxzVPPi3K,1,2016-04-13 19:05:53 +0000
1402,31,0,RT @maquitamendez: Graciasss!! En equipo lo lograremos!! @Faby_Colmenarez  @PedroPaulB #AyudaHumanitariaPorVenezuela  https://t.co/aGmWgOqC??_,3,2016-02-11 22:43:48 +0000
1411,31,0,"RT @rubenabreu2: @AccionVZLA @RCR750 Estoy oyendo por RCR Venezolanos en Miami estan enviando insumos medicos a nuestro Pais, gracias herma??_",9,2016-02-10 16:36:40 +0000
1418,31,0,Por ultimo nuestro agradecimiento al equipo de @AlfaShipping por su patrocinio y apoyo desde el dia 1 a cada paso de esta ventura. Gracias!,3,2016-02-10 03:19:25 +0000
1432,31,0,@beosow hola Beatriz. Gracias por tu interes. Ya la logistica esta planificada. Feliz dia!,0,2016-02-09 17:56:32 +0000
1438,31,0,RT @Analitica: Venezolanos en #Miami recolectan medicinas para enviar a #Caracas https://t.co/lW7xytNXnm #Proyecci?_nVenezolana,81,2016-02-07 16:01:35 +0000
1440,31,0,Gracias Carlos! Ay?_danos a pasar la informacion! https://t.co/vKgq3Pw5wL,16,2016-02-07 14:18:31 +0000
1443,31,0,Amigos! Nos han escrito desde muchas partes del mundo queriendo ayudar a esta iniciativa. Ya pueden donar aqu?_ https://t.co/oh8HO0DQfH,45,2016-02-07 03:51:04 +0000
1486,23,0,"Varios personas me informan que En algunos CDI te lo dan gratis, y las farmacias comunitarias @mariangelicavy no se si es cierto",4,2017-01-17 00:23:57 +0000
1511,23,0,RT @YolandryLeon: @DonaMed_VE @AyudaMedicinasV  hola amigos necesito saber donde puedo conseguir contraste para mi hijo urgente,11,2016-11-30 00:49:29 +0000
1570,23,0,RT @KAustralis: @WILLIEGLUGO @Vzla_Ayuda @AyudaMedicinasV @caos_uno @Donatumed @DonaMed_VE @DONANDOTRATAMI @Akiztapp _???_???_???VENEZUELA https://t??_,2,2016-11-18 13:16:15 +0000
1575,23,0,RT @zizou7310: Retweeted DUINCONSUELOC (@DUINCONSUELOC):#CARACAS @ayudasocialmed @AyudameVecino @AyudaMedicinasV @AyudameVzla... https://??_,1,2016-11-18 13:16:10 +0000
1576,23,0,"@venezuelasos86 Maria Alejandra, tengo una semana buscando cualquiera de esas ampollas y nada que las consigo. Si sabe por favor avise.",1,2016-11-17 21:19:03 +0000
1585,23,0,"@konradjs la verdad esto es desgastante ya puedo mas, la medicina es para m?_ (quien administra esta cuenta) y no logr?_ conseguirla.",0,2016-11-16 00:23:02 +0000
1594,23,0,RT @oescrituraria: .@treying .@PublServ.@SEFARoficial .@spvzla .@ARQUITECTY .@DigitalWestMids .@AyudaMedicinasV .@AMIGOdeAA 02124340375es??_,3,2016-11-14 14:10:11 +0000
1600,23,0,RT @mariangelicavy: @AyudaMedicinasV https://t.co/50KppnAiVc,5,2016-10-17 01:37:57 +0000
1621,23,0,@guarisima18 @FundacionBADAN disculpen difund?_ un mensaje que ne enviaron algunos compa??eros de aqu?_ mismo de Lara.,1,2016-09-15 23:32:10 +0000
1623,23,0,RT @JVP_Libertador: Habilitaron un ??rea de emergencia del hospital ??Solo para la cumbre! ??Y el pueblo? Q se joda #CumbreDelHambre @AyudaSOS??_,5,2016-09-14 16:09:17 +0000
1641,23,0,RT @333Marizol: Buenos d?_as @redsaludcomunal @Farmacarlota @Botiqueria @fundafarmacia @AyudaMedicinasV @FundacionBADAN https://t.co/mXNPdW1??_,3,2016-09-05 21:08:57 +0000
1662,23,0,"RT @siestoycondios: @AyudaMedicinasV Se necesitan estos medicamentos, para paciente de Maracaibo a quien le est??n haciendo Quimio.. https:/??_",10,2016-08-19 21:00:29 +0000
1687,23,0,"RT @yapalma: En el Zulia no se consiguen medicamentos,practicamente,para ningun tipo d patologia cronica,los zulianos se desesperan #AriasE??_",7,2016-07-07 15:50:02 +0000
1699,23,0,RT @AyudamedicaOrg: @jessidefayad @ayudasocialmed @AyudaMedicinasV  hola y como seria para el envio. A venzuela??,3,2016-06-27 12:31:49 +0000
1728,23,0,RT @KAustralis: @WILLIEGLUGO @Vzla_Ayuda @AyudaMedicinasV @caos_uno @Donatumed @DonaMed_VE @DONANDOTRATAMI @Akiztapp _???_???_??? https://t.co/HVBPt??_,2,2016-05-27 17:43:03 +0000
1736,23,0,RT @zizou7310: @AnonMundial @Akiztapp @enviamedvzla @FundacionBADAN @ba_0800saludya @MedicinasEquiv @ayudaalcubo @AyudaMedicinasV  https://??_,2,2016-05-19 02:24:49 +0000
1748,23,0,RT @ACLAVE: @eleisa_jp @DonanteSangreVE @trafficVALENCIA @AyudaMedicinasV tenemos en LARA si tiene como buscarlo se lo damos...,1,2016-05-17 20:04:21 +0000
1754,23,0,RT @2006Lennis: @JonGv1 @AyudaMedicinasV he tratado de comunicarme contigo te envi?? un msn privado pero no respondiste,1,2016-05-16 13:26:39 +0000
1762,23,0,RT @KAustralis: @WILLIEGLUGO @Vzla_Ayuda @AyudaMedicinasV @caos_uno @Donatumed @DonaMed_VE @DONANDOTRATAMI @Akiztapp _???_???_??? https://t.co/TEh4N??_,4,2016-05-13 17:34:07 +0000
1763,23,0,RT @Pensasencko: @SonrisaContigo @publiservicio @MedicinasVen @ayudamedicinasV @farmabienve @UnionVeneUKorg @amotinada @Donatumed  https://??_,6,2016-05-13 17:34:04 +0000
1764,23,0,RT @zizou7310: @Akiztapp @ImpacientesVZLA @UnionVeneUKorg @NaranjaRA @ReporteYa @NotiSalud @ayudaalcubo @AyudaMedicinasV  https://t.co/IEmv??_,4,2016-05-14 00:08:17 +0000
1765,23,0,RT @Pensasencko: @SOSmedicina  @Maruja0204 @Rosadita_Cat  @Suministros_ca @AyudaMedicinasV @WorldCitizenVe  @micocuyo11 @Justiciera75 https??_,5,2016-05-13 17:34:01 +0000
1839,23,0,@BcodeVenezuela recib?_ llamada de Javier Quintero agente de este banco indic??ndome q me otorgar??n otra TDC y me solicit?_ datos de tarjeta,0,2016-04-21 00:05:49 +0000
1845,23,0,RT @Alma_libre_15: @publiservicio @donatumed @donandomedicin1 @spvzla @publserv @ayudamedicinasv @SeBuscaSeDona @Faguilar89 https://t.co/vQ??_,26,2016-04-16 13:27:29 +0000
1920,23,0,"@Geminy69 fijese en su twit a ver quien fue m??s agresivo, aqu?_ estamos para ayudar, no para ocasionar m??s caos.",1,2016-03-03 14:42:41 +0000
1927,23,0,RT @THGyHP: @AyudaMedicinasV Buenos d?_as. Me ayudarian a localizar este medicamento u otro para la pr?_stata?Es urgente. Gracias! https://t.??_,25,2016-03-03 13:00:49 +0000
1938,23,0,RT @zizou7310: @FLaPastillita @ACLAVE @RedesAyuda @RESCATERADIO @AyudaMedicinasV @DUINCONSUELOC @micocuyo11 @AyudameVecino  https://t.co/Kx??_,8,2016-02-29 17:32:47 +0000
1992,23,0,RT @caro2907: @Soypinturera @corazonymanos01 @DonanteSangreVE @donasangrevzla @Akiztapp @spvzla @AyudaMedicinasV https://t.co/iiiqB6Fkmv,10,2016-02-17 16:37:46 +0000
1997,23,0,RT @Soypinturera: @WILLIEGLUGO @corazonymanos01 @Vzla_Ayuda @AyudaMedicinasV @caos_uno @Akiztapp @spvzla @Donatumed @DonaMed_VE  https://t.??_,9,2016-02-17 01:25:37 +0000
2001,23,0,RT @zizou7310: @sobramarmed @DUINCONSUELOC @AyudaSOSVzla @RedesAyuda @AyudaMedicinasV @ImpacientesVZLA @apoyousum  https://t.co/ROILcfgUCY,13,2016-02-15 14:04:32 +0000
2015,23,0,"RT @trinamora2011: @AyudaMedicinasV Buenas noches, para paciente ontol?_gico se requiere lo siguiente: https://t.co/qZuC5cnLxP",11,2016-02-12 02:44:45 +0000
2018,23,0,RT @Soypinturera: @FundacionSVida @Donatumed @DonaMed_VE @Akiztapp @spvzla @DONANDOTRATAMI @FLaPastillita @AyudaMedicinasV  https://t.co/KQ??_,5,2016-02-12 02:44:43 +0000
2024,23,0,RT @Pensasencko: @Rosadita_Cat @Suministros_ca @AyudaMedicinasV @WorldCitizenVe @fundatiacruz @micocuyo11 @MEDICAMENTOS_ @PasionMed  https:??_,5,2016-02-07 16:04:05 +0000
2034,23,0,RT @Argelia502: @AyudaMedicinasV necesito con urgencia filtro para taxol de 0.22 o 1.2 micras para poder realizar quimioterapia.,4,2016-02-04 16:10:40 +0000
2038,23,0,RT @andrein54355062: Vamos amigos porfavor Ayudenme a Ubicar estos medicamentos @ConValores @FUNDAODONTOUC @ONCOAMIGOS @AyudaMedicinasV htt??_,16,2016-02-04 12:58:20 +0000
2049,23,0,RT @Donatumed: @Con_Fe350 @globovision @joseolivaresm @Oropeza_Mari @Mmorin_informa @ayudasocialmed @AyudameVecino @AyudaMedicinasV,6,2016-02-03 02:27:10 +0000
2059,23,0,RT @zizou7310: #M??rida @Claro_DLuna @DUINCONSUELOC @sobramarmed @PasionMed @Pura_Miel @CheoRebelde @RedesAyuda @AyudaMedicinasV  https://t.??_,21,2016-01-31 20:13:43 +0000
2065,23,0,RT @PublServ: @stopcancerve @FUNDAQUIMIO @QuimbiotecCA @SAnticancerosa @Funcancer @AyudameVecino @AyudaMedicinasV @AyudaSOSVzla  https://t.??_,6,2016-01-31 20:13:04 +0000
2069,23,0,RT @Pensasencko: @Maruja0204 @Suministros_ca @AyudaMedicinasV @WorldCitizenVe @fundatiacruz @micocuyo11 @MEDICAMENTOS_ @PasionMed  https://??_,2,2016-01-31 20:12:31 +0000
2116,23,0,"@katehbuckley Hola Kate, mi correo es ayudamedicinas@gmail.com",0,2016-01-25 16:41:45 +0000
2119,23,0,RT @zizou7310: #CCS @SiempreElDoc @PasionMed @AyudaSOSVzla @ACLAVE @RedesAyuda @AyudaMedicinasV @fundatiacruz @apoyousum @NotiSalud https:/??_,13,2016-01-25 15:32:09 +0000
2129,23,0,RT @PublServ: @SeBuscaSeDona @MedicinasVzla @Necesidades_ @AyudaMedicinasV @AyudaSOSVzla @AyudaPaciente @SOSmedicina @SALUDVNZ1  https://t.??_,7,2016-01-25 14:55:58 +0000
2132,23,0,RT @PublServ: @SeBuscaSeDona @AyudaSOSVzla @AyudaMedicinasV @AyudaPaciente @SOSDonaciones @SOSmedicina @UrgeMedicamento  https://t.co/gc14E??_,8,2016-01-25 14:55:42 +0000
2136,23,0,RT @PublServ: @FundacionBADAN @Necesidades_ @SeBuscaSeDona @MedicinasVzla @AyudaPaciente @AyudaMedicinasV @AyudaSOSVzla  https://t.co/HYsB8??_,13,2016-01-25 14:55:18 +0000
2143,23,0,RT @PublServ: @SeBuscaSeDona @MedicinasVzla @SOSmedicina @AyudaSOSVzla @SOSDonaciones @AyudaMedicinasV @AyudaPaciente  https://t.co/cgiCQrS??_,5,2016-01-25 14:52:39 +0000
2145,23,0,RT @PublServ: @SeBuscaSeDona @medicinasVE @MedicinasVzla @AyudaSOSVzla @AyudaMedicinasV @AyudaPaciente @SOSmedicina @SOSDonaciones https://??_,8,2016-01-25 14:52:21 +0000
2158,23,0,RT @Wanda1806: @PublServ @MARACAYACTIVA @AyudaMedicinasV @Donatumed @Oropeza_Mari @Medic_TrafficVe @catalinacaroli  https://t.co/oqfuVnIB5s,2,2016-01-24 18:48:50 +0000
2192,23,0,#ServicioPublico @gigiascanio Diprospan 1ml y Calcort 6 mg. @farmabienve @FundacionBADAN @fundatiacruz @FusaintVE,6,2016-01-20 02:41:52 +0000
2204,23,0,RT @PublServ: @Necesidades_ @SALUDVNZ1 @UrgeMedicamento @AyudaMedicinasV @AyudaSOSVzla @SOSmedicina @SOSDonaciones @spvzla  https://t.co/k9??_,11,2016-01-19 00:49:20 +0000
2224,23,0,RT @PublServ: @FundacionUFA @SALUDVNZ1 @UrgeMedicamento @Necesidades_ @AyudaMedicinasV @EnBuscadePyM @ServicioPubliVE @spvzla  https://t.co??_,10,2016-01-17 20:18:47 +0000
2225,23,0,RT @PublServ: @SALUDVNZ1 @UrgeMedicamento @SonrisaContigo @irmamend @Necesidades_ @AyudaMedicinasV @ServicioPubliVE @spvzla  https://t.co/D??_,9,2016-01-17 20:18:44 +0000
2231,23,0,"RT @UNIMED_UDOAnz: Colaboremos con esta actividad, Jhonharvey nos necesita https://t.co/1xJN1ShQ8y",6,2016-01-17 00:53:48 +0000
2240,23,0,RT @PublServ: @AyudaMedicinasV @MEDICAMENTOS_ @MedicArtic @MedicinaVzla @Necesidades_ @SALUDVNZ1 @UrgeMedicamento @irmamend  https://t.co/H??_,9,2016-01-17 00:53:15 +0000
2241,23,0,RT @irmamend: @PublServ @SALUDVNZ1 @UrgeMedicamento @AyudaMedicinasV @MedicArtic @MEDICAMENTOS_ @ServicioPubliVE @spvzla me comuniq y les e??_,3,2016-01-17 00:53:11 +0000
2243,23,0,RT @mc_parente: @ilangni @ayudamedicinasv buscaste en tiendas veterinarias? All?_ hay prednisona,1,2016-01-16 14:15:59 +0000
2252,23,0,RT @berticarmen1: @cjaimesb @Matejoma @Fncancer @FundacionBADAN @AyudaMedicinasV @AyudaSOSVzla @LucioQuincioC @Katalino_Vzla,1,2016-01-15 15:29:50 +0000
2259,23,0,RT @PublServ: @stopcancerve @SAnticancerosa @SALUDVNZ1 @UrgeMedicamento @farmasve @Farmaclick @FundamadVzla @AyudaMedicinasV  https://t.co/??_,5,2016-01-15 02:14:59 +0000
2260,23,0,RT @DefesaHetero: @Matejoma @Fncancer @FundacionBADAN @AyudaMedicinasV @AyudaSOSVzla @LucioQuincioC @Katalino_Vzla QUAL ES LO PREFIXO DE TU??_,4,2016-01-15 02:15:44 +0000
2276,23,0,RT @edumar007: @PublServ hay muchisima nan prematuros en locatel la marron en el centro ccs @Akiztapp @Donatumed @ACLAVE @DonaMed_VE @Ayuda??_,8,2016-01-13 20:21:23 +0000
2279,23,0,RT @Pensasencko: #Carabobo o #Gu??rico o #Caracas o #Miranda @corazonymanos01 @al3grla @ImpacientesVZLA @FANCALARA @AyudaMedicinasV  https:/??_,8,2016-01-13 16:01:20 +0000
2284,23,0,"RT @made_prieto: @AyudaMedicinasV @zizou7310 No olvidan colocar ciudad y user solicitante, es importante!!",4,2016-01-13 15:58:16 +0000
2288,23,0,"RT @DvSnMd: "". @app060871: AYUDA URGENTE FALCON  @AyudaMedicinasV  @FundacionBADAN @ACLAVE v?_a  @DUINCONSUELOC https://t.co/TXhOSC9WXh"" @Re??_",11,2016-01-13 15:58:01 +0000
2294,23,0,RT @Pensasencko: @AyudaMedicinasV  @WorldCitizenVe @fundatiacruz @micocuyo11  @MEDICAMENTOS_ @farma_StaMonica @VuelaPorLaVida  https://t.co??_,3,2016-01-13 13:42:27 +0000
2301,23,0,RT @DUINCONSUELOC: #CARACAS @Farmahorrove @LocatelVzla_ATC @DonaTuMedicina @steve_sps @AyudaMedicinasV @Donatumed @DROFARMA  https://t.co/I??_,6,2016-01-13 03:59:16 +0000
2307,23,0,RT @yo_consegui: V?_a: @PublServ @Medicinas1  @yeye14contigo @ServicioPubliVE @SALUDVNZ1 @spvzla @medicosaragua @AyudaMedicinasV  https://t.??_,12,2016-01-13 00:09:17 +0000
2309,23,0,RT @PublServ: @Medicinas1 @yo_consegui @yeye14contigo @ServicioPubliVE @SALUDVNZ1 @spvzla @medicosaragua @AyudaMedicinasV  https://t.co/su7??_,8,2016-01-13 00:09:18 +0000
2344,23,0,RT @MedicArtic: Disp. Bolsa Recolectora de Orina con V??lvula anti-retorno y vaciado. Capacidad 2 Lts @AyudaMedicinasV @NotiSalud https://t.??_,5,2016-01-08 14:26:23 +0000
2346,23,0,RT @Babuito: Se solicitan 10 Donantes en el Centro M??dico Docente La Trinidad. Para el Paciente Francisco Belloch sangre O+@LucioQuincioC,156,2016-01-08 16:48:43 +0000
2354,23,0,RT @fundatiacruz: Daniel Betancourt de 12 a??os necesita donantes O+ Banco de sangre de la cl?_nica Unare #Urgente https://t.co/grdiJASjkoR??_,44,2016-01-07 14:58:24 +0000
2355,23,0,"RT @fundatiacruz: Solo en el Municipio San Diego, hay 18 farmacias y en ninguna hay Anticonceptivas ni pastillas para la tension y menos pa??_",11,2016-01-07 14:58:18 +0000
2360,23,0,RT @ColitisU_Venez: @Guayana_linda @made_prieto @spvzla @NEORAM27 @AyudaMedicinasV @acompasados @cronicabohemia @CondeNosferatu  https://t.??_,4,2016-01-07 14:17:34 +0000
2368,23,0,RT @katyrubesz: @AyudaMedicinasV  Hola! ??tienen inhalador para asma? urgente :( Caracas.,5,2016-01-06 21:06:06 +0000
2389,23,0,RT @irmamend: @PublServ @AyudaMedicinas @AyudaMedicinasV @yeye14contigo @SALUDVNZ1 @yo_consegui @WILLIEGLUGO @Oropeza_Mari LASIX EN AMPOLLA??_,4,2016-01-04 22:55:34 +0000
2396,23,0,RT @Adelaidarebolli: @AyudaMedicinasV #ServicioP?_blico v?_a @Adelaidarebolli Urgente buscando suturas adhesivas gruesas Maracay caracas 0412??_,4,2016-01-02 18:31:44 +0000
2404,23,0,RT @Farmahorrove: Ac??rcate a nuestras sedes y comparte la alegr?_a de la navidad junto a #CocaCola https://t.co/wRHRx4x5Gs,4,2015-12-30 21:19:20 +0000
2409,23,0,RT @m_violeta1950: @medicodeldolor @medicosxlasalud @AyudaMedicinasV RT @victoria1039fm: (cont) https://t.co/MuEpQ7BxlW,1,2015-12-30 21:17:49 +0000
